,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Total_booking
5568,08-09-2012 00:00,Fall,0,0, Clear + Few clouds,27.06,29.545,89,16.9979,201
4910,15-09-2012 01:00,Fall,0,0, Clear + Few clouds,24.6,29.545,73,0,201
7356,19-09-2012 21:00,Fall,0,1, Clear + Few clouds,20.5,24.24,59,11.0014,201
5465,16-01-2011 10:00,Spring,0,0, Clear + Few clouds,9.02,10.605,51,19.0012,202
6353,18-01-2011 12:00,Spring,0,1, Mist + Cloudy ,8.2,9.09,86,22.0028,202
5866,02-02-2011 21:00,Spring,0,1, Clear + Few clouds,9.02,9.85,47,22.0028,202
5817,18-02-2011 20:00,Spring,0,1, Clear + Few clouds,24.6,31.06,31,12.998,202
6940,04-03-2011 16:00,Spring,0,1, Clear + Few clouds,14.76,17.425,46,12.998,202
8434,13-04-2011 12:00,Summer,0,1," Light Snow, Light Rain",17.22,21.21,82,16.9979,202
2516,06-05-2011 02:00,Summer,0,1, Clear + Few clouds,15.58,19.695,62,7.0015,202
8578,07-07-2011 14:00,Fall,0,1, Clear + Few clouds,35.26,39.395,41,16.9979,202
718,14-08-2011 23:00,Fall,0,0," Light Snow, Light Rain",24.6,28.03,83,0,202
7348,08-10-2011 16:00,Winter,0,0, Clear + Few clouds,26.24,31.06,44,6.0032,202
4449,02-11-2011 20:00,Winter,0,1, Clear + Few clouds,16.4,20.455,66,8.9981,202
5289,06-11-2011 10:00,Winter,0,0, Clear + Few clouds,14.76,18.18,66,6.0032,202
3924,03-02-2012 13:00,Spring,0,1, Clear + Few clouds,14.76,18.18,46,0,202
4013,14-02-2012 21:00,Spring,0,1, Mist + Cloudy ,14.76,18.18,50,7.0015,202
7568,01-03-2012 02:00,Spring,0,1, Mist + Cloudy ,18.86,22.725,94,19.0012,202
3090,03-03-2012 16:00,Spring,0,0, Clear + Few clouds,20.5,24.24,27,19.9995,202
5419,17-04-2012 07:00,Summer,0,1, Clear + Few clouds,24.6,31.06,43,16.9979,202
2076,01-05-2012 22:00,Summer,0,1, Clear + Few clouds,26.24,30.305,65,0,202
2408,08-05-2012 01:00,Summer,0,1, Mist + Cloudy ,21.32,25,59,15.0013,202
5319,07-08-2012 07:00,Fall,0,1, Mist + Cloudy ,28.7,33.335,74,8.9981,202
141,08-08-2012 10:00,Fall,0,1, Mist + Cloudy ,32.8,37.12,52,8.9981,202
5964,09-08-2012 01:00,Fall,0,1, Clear + Few clouds,28.7,33.335,79,8.9981,202
7307,02-09-2012 05:00,Fall,0,0, Clear + Few clouds,27.06,29.545,89,0,202
8454,05-09-2012 14:00,Fall,0,1, Clear + Few clouds,33.62,39.395,56,7.0015,202
6623,14-01-2011 15:00,Spring,0,1, Clear + Few clouds,9.84,12.12,38,11.0014,203
1160,11-02-2011 20:00,Spring,0,1, Clear + Few clouds,9.02,11.365,55,8.9981,203
3979,03-03-2011 16:00,Spring,0,1, Clear + Few clouds,10.66,15.15,23,0,203
2204,05-04-2011 06:00,Summer,0,1, Mist + Cloudy ,19.68,23.485,88,22.0028,203
1254,12-05-2011 11:00,Summer,0,1, Clear + Few clouds,23.78,27.275,60,15.0013,203
7897,13-07-2011 22:00,Fall,0,1, Clear + Few clouds,27.88,31.82,83,12.998,203
704,04-09-2011 08:00,Fall,0,0, Clear + Few clouds,27.06,30.305,78,11.0014,203
4133,10-10-2011 05:00,Winter,1,0, Clear + Few clouds,18.86,22.725,94,0,203
1555,10-10-2011 17:00,Winter,1,0, Mist + Cloudy ,27.06,31.06,54,7.0015,203
664,15-10-2011 20:00,Winter,0,0, Clear + Few clouds,20.5,24.24,48,8.9981,203
8569,07-05-2012 19:00,Summer,0,1, Clear + Few clouds,23.78,27.275,56,22.0028,203
5272,04-06-2012 11:00,Summer,0,1, Clear + Few clouds,26.24,31.06,38,32.9975,203
7192,06-07-2012 04:00,Fall,0,1, Clear + Few clouds,30.34,34.85,66,15.0013,203
6559,17-09-2012 03:00,Fall,0,1, Clear + Few clouds,20.5,24.24,77,6.0032,203
6464,16-10-2012 02:00,Winter,0,1, Clear + Few clouds,18.04,21.97,67,8.9981,203
6115,10-11-2012 20:00,Winter,0,0, Clear + Few clouds,18.04,21.97,54,0,203
2340,11-11-2012 11:00,Winter,0,0, Clear + Few clouds,18.86,22.725,59,8.9981,203
1424,15-01-2011 22:00,Spring,0,0, Mist + Cloudy ,12.3,15.91,42,7.0015,204
5529,01-06-2011 08:00,Summer,0,1, Mist + Cloudy ,29.52,34.85,79,12.998,204
4110,02-08-2011 12:00,Fall,0,1, Clear + Few clouds,35.26,37.12,30,19.0012,204
7671,07-08-2011 20:00,Fall,0,0, Clear + Few clouds,29.52,35.605,84,8.9981,204
3511,15-08-2011 07:00,Fall,0,1, Clear + Few clouds,24.6,27.275,88,16.9979,204
7164,02-09-2011 11:00,Fall,0,1, Mist + Cloudy ,27.06,31.06,74,7.0015,204
2034,14-10-2011 17:00,Winter,0,1, Clear + Few clouds,23.78,27.275,46,27.9993,204
8218,15-10-2011 17:00,Winter,0,0, Clear + Few clouds,23.78,27.275,32,19.0012,204
4405,18-11-2011 01:00,Winter,0,1, Clear + Few clouds,10.66,11.365,44,22.0028,204
5765,10-12-2011 06:00,Winter,0,0, Clear + Few clouds,9.84,12.88,65,7.0015,204
5952,11-01-2012 22:00,Spring,0,1," Light Snow, Light Rain",13.94,16.665,87,12.998,204
7097,07-03-2012 01:00,Spring,0,1, Clear + Few clouds,12.3,13.635,61,19.9995,204
798,15-04-2012 15:00,Summer,0,0, Clear + Few clouds,28.7,31.82,39,26.0027,204
876,16-04-2012 19:00,Summer,1,0, Clear + Few clouds,31.16,33.335,35,26.0027,204
6230,08-06-2012 18:00,Summer,0,1, Clear + Few clouds,31.16,33.335,27,15.0013,204
5769,15-07-2012 00:00,Fall,0,0, Clear + Few clouds,27.88,31.82,89,11.0014,204
4036,06-09-2012 23:00,Fall,0,1, Clear + Few clouds,26.24,28.79,89,11.0014,204
4502,09-12-2012 20:00,Winter,0,0," Light Snow, Light Rain",14.76,18.18,100,6.0032,204
6636,14-02-2011 02:00,Spring,0,1, Clear + Few clouds,14.76,16.665,40,19.9995,205
896,14-02-2011 16:00,Spring,0,1, Clear + Few clouds,21.32,25,27,31.0009,205
8301,12-03-2011 10:00,Spring,0,0, Clear + Few clouds,13.12,15.15,66,15.0013,205
2730,17-03-2011 15:00,Spring,0,1, Clear + Few clouds,21.32,25,42,16.9979,205
587,08-04-2011 08:00,Summer,0,1," Light Snow, Light Rain",13.94,16.665,87,11.0014,205
6006,14-05-2011 05:00,Summer,0,0, Mist + Cloudy ,20.5,24.24,82,7.0015,205
1381,18-07-2011 16:00,Fall,0,1, Clear + Few clouds,34.44,40.15,53,19.0012,205
4632,19-07-2011 19:00,Fall,0,1, Clear + Few clouds,31.16,37.12,75,12.998,205
7241,02-09-2011 17:00,Fall,0,1, Mist + Cloudy ,27.88,31.82,65,11.0014,205
6808,06-11-2011 06:00,Winter,0,0, Clear + Few clouds,10.66,14.395,81,6.0032,205
5561,12-12-2011 21:00,Winter,0,1, Clear + Few clouds,10.66,15.15,81,0,205
3002,06-01-2012 03:00,Spring,0,1, Clear + Few clouds,9.02,12.12,69,7.0015,205
2887,17-01-2012 00:00,Spring,0,1, Mist + Cloudy ,10.66,11.365,70,22.0028,205
3058,07-02-2012 21:00,Spring,0,1, Clear + Few clouds,13.94,17.425,61,7.0015,205
5621,04-04-2012 03:00,Summer,0,1, Clear + Few clouds,18.04,21.97,58,6.0032,205
1631,14-05-2012 01:00,Summer,0,1, Mist + Cloudy ,24.6,30.305,60,19.0012,205
5337,04-07-2012 10:00,Fall,1,0, Clear + Few clouds,32.8,36.365,46,0,205
2994,07-07-2012 01:00,Fall,0,0, Clear + Few clouds,31.16,36.365,70,11.0014,205
1055,05-10-2012 14:00,Winter,0,1, Clear + Few clouds,30.34,32.575,37,15.0013,205
1154,06-10-2012 06:00,Winter,0,0, Clear + Few clouds,22.14,25.76,88,16.9979,205
3658,16-10-2012 03:00,Winter,0,1, Clear + Few clouds,17.22,21.21,67,7.0015,205
4532,19-10-2012 19:00,Winter,0,1, Clear + Few clouds,22.14,25.76,88,11.0014,205
5259,14-11-2012 12:00,Winter,0,1, Clear + Few clouds,13.94,16.665,46,0,205
6483,19-11-2012 14:00,Winter,0,1, Clear + Few clouds,18.04,21.97,54,16.9979,205
6718,11-12-2012 06:00,Winter,0,1, Mist + Cloudy ,13.94,15.15,71,19.9995,205
7823,13-01-2011 13:00,Spring,0,1, Clear + Few clouds,9.02,9.85,41,30.0026,206
701,15-01-2011 13:00,Spring,0,0, Clear + Few clouds,11.48,12.88,38,19.9995,206
2420,11-02-2011 19:00,Spring,0,1, Clear + Few clouds,10.66,15.15,33,0,206
3142,17-07-2011 21:00,Fall,0,0, Clear + Few clouds,30.34,34.09,62,15.0013,206
5696,07-08-2011 01:00,Fall,0,0, Mist + Cloudy ,28.7,33.335,84,16.9979,206
5189,18-08-2011 19:00,Fall,0,1, Clear + Few clouds,27.06,30.305,83,7.0015,206
4255,03-12-2011 07:00,Winter,0,0, Clear + Few clouds,9.02,12.88,75,6.0032,206
7267,03-01-2012 03:00,Spring,0,1, Clear + Few clouds,6.56,6.82,55,19.0012,206
7684,15-01-2012 08:00,Spring,0,0, Clear + Few clouds,4.92,6.06,54,15.0013,206
235,17-01-2012 22:00,Spring,0,1, Clear + Few clouds,18.86,22.725,72,26.0027,206
8097,11-03-2012 20:00,Spring,0,0, Clear + Few clouds,18.04,21.97,47,15.0013,206
7110,01-04-2012 16:00,Summer,0,0, Clear + Few clouds,21.32,25,52,16.9979,206
5778,01-07-2012 19:00,Fall,0,0, Clear + Few clouds,34.44,37.12,39,8.9981,206
7364,16-07-2012 23:00,Fall,0,1, Clear + Few clouds,30.34,35.605,74,6.0032,206
625,19-07-2012 08:00,Fall,0,1, Clear + Few clouds,31.16,35.605,58,16.9979,206
8208,09-09-2012 05:00,Fall,0,0, Clear + Few clouds,21.32,25,77,12.998,206
1131,15-09-2012 21:00,Fall,0,0, Clear + Few clouds,22.96,26.515,52,7.0015,206
2497,01-06-2011 13:00,Summer,0,1, Clear + Few clouds,36.9,40.91,37,12.998,207
3360,04-06-2011 17:00,Summer,0,0, Mist + Cloudy ,29.52,32.575,34,16.9979,207
8083,05-07-2011 06:00,Fall,0,1, Clear + Few clouds,27.06,31.06,74,6.0032,207
3452,16-07-2011 12:00,Fall,0,0, Clear + Few clouds,31.16,34.09,43,19.0012,207
2936,19-07-2011 13:00,Fall,0,1, Clear + Few clouds,35.26,41.665,53,7.0015,207
567,08-08-2011 05:00,Fall,0,1, Clear + Few clouds,28.7,33.335,79,6.0032,207
3841,03-10-2011 18:00,Winter,0,1, Mist + Cloudy ,16.4,20.455,76,11.0014,207
7796,05-11-2011 20:00,Winter,0,0, Clear + Few clouds,13.12,17.425,66,0,207
4222,14-11-2011 04:00,Winter,0,1, Clear + Few clouds,18.04,21.97,67,15.0013,207
5022,14-12-2011 07:00,Winter,0,1, Clear + Few clouds,11.48,15.91,75,0,207
518,03-01-2012 01:00,Spring,0,1, Clear + Few clouds,7.38,9.09,55,15.0013,207
4337,05-01-2012 18:00,Spring,0,1, Clear + Few clouds,13.94,16.665,36,11.0014,207
8080,02-02-2012 09:00,Spring,0,1," Light Snow, Light Rain",15.58,19.695,87,0,207
3141,07-02-2012 02:00,Spring,0,1, Clear + Few clouds,12.3,16.665,61,0,207
1652,17-03-2012 00:00,Spring,0,0, Mist + Cloudy ,18.04,21.97,94,6.0032,207
3908,18-04-2012 08:00,Summer,0,1," Light Snow, Light Rain",20.5,24.24,39,12.998,207
8074,03-05-2012 00:00,Summer,0,1, Mist + Cloudy ,19.68,23.485,82,15.0013,207
6209,07-06-2012 19:00,Summer,0,1, Clear + Few clouds,28.7,31.82,34,19.0012,207
7176,08-06-2012 04:00,Summer,0,1, Clear + Few clouds,21.32,25,63,0,207
6190,01-09-2012 04:00,Fall,0,0, Clear + Few clouds,28.7,32.575,70,0,207
7393,19-11-2012 00:00,Winter,0,1, Clear + Few clouds,14.76,17.425,66,15.0013,207
2711,05-12-2012 19:00,Winter,0,1, Clear + Few clouds,15.58,19.695,43,23.9994,207
861,13-03-2011 10:00,Spring,0,0, Clear + Few clouds,17.22,21.21,47,16.9979,208
6657,04-07-2011 07:00,Fall,1,0, Clear + Few clouds,27.06,30.305,83,8.9981,208
6478,11-07-2011 20:00,Fall,0,1, Clear + Few clouds,29.52,34.85,74,27.9993,208
4785,16-09-2011 10:00,Fall,0,1, Mist + Cloudy ,20.5,24.24,51,19.0012,208
7783,12-10-2011 05:00,Winter,0,1, Mist + Cloudy ,22.14,25.76,88,22.0028,208
6345,09-12-2011 08:00,Winter,0,1, Clear + Few clouds,9.84,14.395,81,0,208
6704,05-02-2012 21:00,Spring,0,0, Clear + Few clouds,11.48,14.395,56,7.0015,208
2024,17-02-2012 22:00,Spring,0,1, Clear + Few clouds,14.76,17.425,40,15.0013,208
2139,13-04-2012 09:00,Summer,0,1, Clear + Few clouds,17.22,21.21,41,11.0014,208
7411,11-10-2012 13:00,Winter,0,1, Clear + Few clouds,20.5,24.24,31,7.0015,208
4515,16-12-2012 19:00,Winter,0,0, Clear + Few clouds,14.76,17.425,93,8.9981,208
2,13-01-2011 09:00,Spring,0,1, Clear + Few clouds,5.74,6.06,50,22.0028,209
3552,10-02-2011 23:00,Spring,0,1, Clear + Few clouds,4.92,7.575,42,7.0015,209
5476,15-02-2011 08:00,Spring,0,1, Clear + Few clouds,8.2,9.09,32,23.9994,209
3389,18-02-2011 19:00,Spring,0,1, Clear + Few clouds,25.42,31.06,29,39.0007,209
3568,07-03-2011 12:00,Spring,0,1, Clear + Few clouds,12.3,13.635,42,27.9993,209
5479,07-04-2011 22:00,Summer,0,1, Mist + Cloudy ,16.4,20.455,76,12.998,209
7900,03-06-2011 01:00,Summer,0,1, Clear + Few clouds,24.6,31.06,38,23.9994,209
1075,15-07-2011 06:00,Fall,0,1, Mist + Cloudy ,24.6,29.545,73,7.0015,209
8295,02-11-2011 15:00,Winter,0,1, Clear + Few clouds,19.68,23.485,51,11.0014,209
7000,05-12-2011 08:00,Winter,0,1, Clear + Few clouds,13.12,17.425,93,0,209
4480,17-01-2012 11:00,Spring,0,1, Mist + Cloudy ,13.94,17.425,87,7.0015,209
4189,19-01-2012 18:00,Spring,0,1, Mist + Cloudy ,10.66,11.365,44,22.0028,209
6420,04-02-2012 09:00,Spring,0,0, Clear + Few clouds,9.84,12.12,81,8.9981,209
5196,04-04-2012 00:00,Summer,0,1, Clear + Few clouds,19.68,23.485,48,0,209
4228,13-04-2012 13:00,Summer,0,1, Clear + Few clouds,21.32,25,27,19.0012,209
3782,08-09-2012 07:00,Fall,0,0, Clear + Few clouds,27.06,29.545,89,19.0012,209
1084,17-09-2012 09:00,Fall,0,1, Clear + Few clouds,23.78,27.275,68,8.9981,209
7720,10-10-2012 05:00,Winter,0,1, Mist + Cloudy ,18.86,22.725,88,6.0032,209
5236,07-01-2011 05:00,Spring,0,1," Light Snow, Light Rain",9.02,13.635,55,0,210
3586,14-01-2011 20:00,Spring,0,1, Clear + Few clouds,7.38,12.12,59,0,210
6884,06-05-2011 06:00,Summer,0,1, Clear + Few clouds,14.76,18.18,81,6.0032,210
5623,14-05-2011 06:00,Summer,0,0, Mist + Cloudy ,20.5,24.24,88,7.0015,210
7922,03-07-2011 06:00,Fall,0,0, Mist + Cloudy ,25.42,27.275,94,6.0032,210
6806,11-07-2011 05:00,Fall,0,1, Clear + Few clouds,27.06,31.06,74,8.9981,210
3691,11-09-2011 07:00,Fall,0,0, Clear + Few clouds,24.6,27.275,88,0,210
5515,01-12-2011 03:00,Winter,0,1, Clear + Few clouds,10.66,12.12,56,16.9979,210
1568,02-12-2011 11:00,Winter,0,1, Clear + Few clouds,13.94,16.665,66,11.0014,210
3727,10-02-2012 03:00,Spring,0,1, Clear + Few clouds,10.66,14.395,56,6.0032,210
4069,11-02-2012 17:00,Spring,0,0," Light Snow, Light Rain",9.02,9.09,69,31.0009,210
2701,09-03-2012 03:00,Spring,0,1, Clear + Few clouds,18.86,22.725,77,35.0008,210
5928,09-04-2012 23:00,Summer,0,1, Clear + Few clouds,18.04,21.97,44,19.9995,210
934,15-04-2012 12:00,Summer,0,0, Clear + Few clouds,26.24,31.06,44,19.0012,210
865,17-05-2012 14:00,Summer,0,1, Clear + Few clouds,26.24,31.06,38,12.998,210
3111,09-06-2012 15:00,Summer,0,0, Clear + Few clouds,34.44,35.605,20,19.9995,210
4071,13-10-2012 01:00,Winter,0,0, Clear + Few clouds,13.94,16.665,53,8.9981,210
7987,17-11-2012 07:00,Winter,0,0, Clear + Few clouds,9.84,11.365,70,12.998,210
6243,19-01-2011 19:00,Spring,0,1, Clear + Few clouds,13.12,14.395,57,27.9993,211
5670,11-04-2011 09:00,Summer,0,1, Mist + Cloudy ,22.96,26.515,83,19.0012,211
8147,11-04-2011 13:00,Summer,0,1, Mist + Cloudy ,26.24,30.305,69,27.9993,211
3375,16-04-2011 16:00,Summer,0,0," Light Snow, Light Rain",20.5,24.24,88,31.0009,211
476,19-04-2011 06:00,Summer,0,1, Mist + Cloudy ,19.68,23.485,67,0,211
7628,04-07-2011 21:00,Fall,1,0, Mist + Cloudy ,30.34,34.09,62,7.0015,211
2123,17-07-2011 03:00,Fall,0,0, Clear + Few clouds,26.24,30.305,69,15.0013,211
855,07-08-2011 16:00,Fall,0,0," Light Snow, Light Rain",29.52,34.85,74,19.9995,211
1339,06-11-2011 13:00,Winter,0,0, Clear + Few clouds,18.86,22.725,51,11.0014,211
3169,12-01-2012 14:00,Spring,0,1, Clear + Few clouds,17.22,21.21,77,11.0014,211
4086,05-04-2012 14:00,Summer,0,1, Clear + Few clouds,18.86,22.725,33,11.0014,211
6645,08-06-2012 14:00,Summer,0,1, Clear + Few clouds,31.16,33.335,31,26.0027,211
2075,07-08-2012 14:00,Fall,0,1, Mist + Cloudy ,33.62,37.88,46,0,211
4746,13-08-2012 07:00,Fall,0,1, Clear + Few clouds,27.06,31.06,65,8.9981,211
8601,08-10-2012 19:00,Winter,1,0, Mist + Cloudy ,16.4,20.455,71,16.9979,211
6685,08-11-2012 11:00,Winter,0,1, Clear + Few clouds,14.76,16.665,29,26.0027,211
2156,14-11-2012 16:00,Winter,0,1, Clear + Few clouds,13.94,17.425,46,7.0015,211
1406,02-12-2012 05:00,Winter,0,0, Mist + Cloudy ,10.66,15.15,93,0,211
8453,04-12-2012 09:00,Winter,0,1, Clear + Few clouds,18.86,22.725,82,7.0015,211
5749,16-12-2012 20:00,Winter,0,0, Mist + Cloudy ,15.58,19.695,82,0,211
3579,13-01-2011 01:00,Spring,0,1, Clear + Few clouds,5.74,6.06,50,19.0012,212
4819,16-02-2011 23:00,Spring,0,1, Clear + Few clouds,15.58,19.695,40,15.0013,212
7195,13-05-2011 02:00,Summer,0,1, Mist + Cloudy ,20.5,24.24,88,8.9981,212
4593,07-09-2011 00:00,Fall,0,1, Mist + Cloudy ,22.14,25.76,94,15.0013,212
4500,03-10-2011 00:00,Winter,0,1, Clear + Few clouds,13.94,17.425,87,7.0015,212
6109,01-11-2011 12:00,Winter,0,1, Clear + Few clouds,20.5,24.24,48,6.0032,212
5466,02-01-2012 12:00,Spring,1,0, Clear + Few clouds,11.48,13.635,36,16.9979,212
4098,11-01-2012 11:00,Spring,0,1, Mist + Cloudy ,10.66,14.395,87,6.0032,212
5250,07-02-2012 22:00,Spring,0,1, Clear + Few clouds,13.12,15.91,57,12.998,212
7696,11-03-2012 15:00,Spring,0,0, Clear + Few clouds,20.5,24.24,29,19.9995,212
6431,17-06-2012 12:00,Summer,0,0, Clear + Few clouds,25.42,31.06,57,0,212
3324,18-06-2012 11:00,Summer,0,1, Mist + Cloudy ,22.14,25.76,88,11.0014,212
5359,10-10-2012 19:00,Winter,0,1, Mist + Cloudy ,22.96,26.515,46,39.0007,212
5572,14-10-2012 06:00,Winter,0,0, Clear + Few clouds,16.4,20.455,82,11.0014,212
1641,15-10-2012 11:00,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,26.0027,212
4293,11-12-2012 05:00,Winter,0,1," Light Snow, Light Rain",13.94,15.15,71,22.0028,212
7732,19-12-2012 19:00,Winter,0,1, Clear + Few clouds,15.58,19.695,50,26.0027,212
8555,08-02-2011 10:00,Spring,0,1, Clear + Few clouds,9.02,9.09,47,36.9974,213
4604,10-03-2011 13:00,Spring,0,1," Light Snow, Light Rain",17.22,21.21,0,15.0013,213
545,13-03-2011 15:00,Spring,0,0, Clear + Few clouds,19.68,23.485,39,22.0028,213
4823,15-03-2011 06:00,Spring,0,1, Clear + Few clouds,9.02,11.365,80,12.998,213
21,12-09-2011 10:00,Fall,0,1, Clear + Few clouds,27.88,31.82,62,11.0014,213
2219,15-10-2011 11:00,Winter,0,0, Clear + Few clouds,22.96,26.515,40,26.0027,213
4691,14-11-2011 11:00,Winter,0,1, Mist + Cloudy ,22.14,25.76,60,19.0012,213
2393,16-11-2011 11:00,Winter,0,1," Light Snow, Light Rain",18.86,22.725,94,6.0032,213
7659,04-02-2012 22:00,Spring,0,0, Mist + Cloudy ,9.84,12.88,87,6.0032,213
4202,04-03-2012 18:00,Spring,0,0, Clear + Few clouds,13.12,13.635,33,40.9973,213
6678,19-04-2012 06:00,Summer,0,1, Mist + Cloudy ,16.4,20.455,82,7.0015,213
2343,03-08-2012 01:00,Fall,0,1, Clear + Few clouds,28.7,33.335,74,12.998,213
8089,04-08-2012 05:00,Fall,0,0, Clear + Few clouds,28.7,33.335,84,15.0013,213
8659,04-10-2012 06:00,Winter,0,1," Light Snow, Light Rain",25.42,27.275,94,6.0032,213
832,09-12-2012 15:00,Winter,0,0," Light Snow, Light Rain",14.76,17.425,93,11.0014,213
7011,13-01-2011 03:00,Spring,0,1, Clear + Few clouds,5.74,6.06,50,22.0028,214
3559,09-02-2011 20:00,Spring,0,1," Light Snow, Light Rain",5.74,7.575,86,11.0014,214
8357,12-02-2011 04:00,Spring,0,0, Clear + Few clouds,4.92,8.335,74,6.0032,214
1873,06-05-2011 03:00,Summer,0,1, Clear + Few clouds,14.76,18.18,71,7.0015,214
466,07-05-2011 22:00,Summer,0,0, Clear + Few clouds,22.14,25.76,49,12.998,214
2510,10-06-2011 18:00,Summer,0,1, Clear + Few clouds,32.8,38.635,59,15.0013,214
3762,04-11-2011 12:00,Winter,0,1, Mist + Cloudy ,19.68,23.485,55,32.9975,214
1204,11-12-2011 00:00,Winter,0,0, Clear + Few clouds,8.2,9.85,51,15.0013,214
6909,18-12-2011 23:00,Winter,0,0, Clear + Few clouds,8.2,11.365,75,7.0015,214
1678,17-01-2012 08:00,Spring,0,1," Light Snow, Light Rain",12.3,14.395,81,19.0012,214
1662,18-02-2012 05:00,Spring,0,0, Clear + Few clouds,9.84,12.88,70,6.0032,214
5080,18-02-2012 06:00,Spring,0,0, Clear + Few clouds,9.84,14.395,70,0,214
6804,02-04-2012 16:00,Summer,0,1, Clear + Few clouds,20.5,24.24,34,22.0028,214
2775,04-05-2012 17:00,Summer,0,1, Clear + Few clouds,28.7,32.575,54,31.0009,214
6959,14-07-2012 07:00,Fall,0,0, Clear + Few clouds,26.24,29.545,78,19.0012,214
487,14-07-2012 20:00,Fall,0,0, Clear + Few clouds,29.52,35.605,84,6.0032,214
3880,17-07-2012 23:00,Fall,0,1, Clear + Few clouds,31.98,37.12,59,12.998,214
6490,18-08-2012 11:00,Fall,0,0, Clear + Few clouds,29.52,33.335,51,0,214
7925,13-10-2012 05:00,Winter,0,0, Clear + Few clouds,12.3,14.395,61,12.998,214
2246,15-11-2012 16:00,Winter,0,1, Mist + Cloudy ,14.76,17.425,57,12.998,214
140,18-11-2012 02:00,Winter,0,0, Clear + Few clouds,11.48,14.395,81,7.0015,214
4486,19-12-2012 23:00,Winter,0,1, Clear + Few clouds,13.12,16.665,66,8.9981,214
4894,04-01-2011 20:00,Spring,0,1, Clear + Few clouds,9.84,12.88,48,7.0015,215
5681,11-01-2011 20:00,Spring,0,1," Light Snow, Light Rain",6.56,7.575,93,12.998,215
1031,09-02-2011 13:00,Spring,0,1, Clear + Few clouds,7.38,8.335,40,16.9979,215
560,06-05-2011 23:00,Summer,0,1, Clear + Few clouds,18.04,21.97,82,8.9981,215
4359,08-07-2011 16:00,Fall,0,1," Light Snow, Light Rain",27.88,31.82,83,30.0026,215
5344,15-09-2011 07:00,Fall,0,1, Mist + Cloudy ,25.42,29.545,78,12.998,215
5077,06-12-2011 12:00,Winter,0,1," Light Snow, Light Rain",18.86,22.725,100,15.0013,215
2242,05-02-2012 05:00,Spring,0,0," Light Snow, Light Rain",10.66,12.88,81,12.998,215
7432,12-03-2012 13:00,Spring,0,1, Mist + Cloudy ,22.14,25.76,32,16.9979,215
8125,11-07-2012 13:00,Fall,0,1, Mist + Cloudy ,32.8,35.605,42,11.0014,215
3820,08-08-2012 03:00,Fall,0,1, Clear + Few clouds,28.7,33.335,84,0,215
3298,17-01-2011 19:00,Spring,1,0," Light Snow, Light Rain",7.38,9.09,59,12.998,216
1524,11-04-2011 07:00,Summer,0,1, Mist + Cloudy ,20.5,24.24,88,15.0013,216
3368,11-04-2011 22:00,Summer,0,1, Mist + Cloudy ,26.24,31.06,50,19.0012,216
2847,14-04-2011 08:00,Summer,0,1, Clear + Few clouds,17.22,21.21,58,11.0014,216
6051,17-04-2011 08:00,Summer,0,0, Clear + Few clouds,15.58,19.695,46,26.0027,216
6662,02-05-2011 00:00,Summer,0,1, Clear + Few clouds,18.86,22.725,72,8.9981,216
4602,18-05-2011 22:00,Summer,0,1, Clear + Few clouds,21.32,25,83,0,216
8326,16-06-2011 11:00,Summer,0,1, Mist + Cloudy ,27.88,31.82,61,19.9995,216
1509,03-12-2011 09:00,Winter,0,0, Clear + Few clouds,10.66,13.635,70,7.0015,216
2195,03-03-2012 17:00,Spring,0,0, Clear + Few clouds,20.5,24.24,23,22.0028,216
6664,07-03-2012 16:00,Spring,0,1, Clear + Few clouds,22.96,26.515,37,27.9993,216
6107,17-06-2012 04:00,Summer,0,0, Clear + Few clouds,22.14,25.76,64,6.0032,216
5750,12-07-2012 23:00,Fall,0,1, Mist + Cloudy ,28.7,32.575,51,15.0013,216
6309,03-12-2012 01:00,Winter,0,1, Clear + Few clouds,16.4,20.455,82,8.9981,216
8033,15-02-2011 15:00,Spring,0,1, Clear + Few clouds,13.94,16.665,19,11.0014,217
7088,02-03-2011 05:00,Spring,0,1, Clear + Few clouds,9.02,10.605,69,15.0013,217
5300,10-04-2011 13:00,Summer,0,0, Clear + Few clouds,18.86,22.725,82,7.0015,217
3377,12-04-2011 20:00,Summer,0,1, Mist + Cloudy ,17.22,21.21,82,19.0012,217
3778,14-04-2011 09:00,Summer,0,1, Clear + Few clouds,18.86,22.725,51,8.9981,217
7155,19-08-2011 07:00,Fall,0,1, Mist + Cloudy ,27.06,30.305,83,6.0032,217
6655,05-11-2011 18:00,Winter,0,0, Clear + Few clouds,14.76,18.18,50,6.0032,217
7722,12-12-2011 10:00,Winter,0,1, Mist + Cloudy ,9.02,12.12,69,7.0015,217
3059,13-02-2012 09:00,Spring,0,1, Clear + Few clouds,4.92,6.82,50,12.998,217
3400,06-03-2012 04:00,Spring,0,1, Clear + Few clouds,7.38,8.335,51,19.9995,217
2274,12-03-2012 16:00,Spring,0,1, Clear + Few clouds,25.42,31.06,35,30.0026,217
4183,15-03-2012 17:00,Spring,0,1, Clear + Few clouds,28.7,31.82,39,16.9979,217
6557,17-04-2012 12:00,Summer,0,1, Clear + Few clouds,24.6,31.06,33,23.9994,217
3575,16-05-2012 11:00,Summer,0,1, Clear + Few clouds,28.7,32.575,54,8.9981,217
