datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Total_booking
8/15/2011 21:00,Fall,0,1, Clear + Few clouds,27.06,31.06,65,12.998,184
7/13/2011 22:00,Fall,0,1, Clear + Few clouds,27.88,31.82,83,12.998,184
04-02-11,Summer,0,0," Light Snow, Light Rain",13.12,16.665,81,8.9981,184
6/16/2012 23:00,Summer,0,0, Clear + Few clouds,24.6,31.06,53,19.9995,183
8/13/2011 20:00,Fall,0,0, Mist + Cloudy ,27.88,31.82,83,15.0013,183
07-03-11,Fall,0,0, Mist + Cloudy ,27.06,30.305,83,12.998,183
8/14/2011 10:00,Fall,0,0, Clear + Few clouds,28.7,33.335,79,15.0013,183
5/19/2011 13:00,Summer,0,1," Light Snow, Light Rain",23.78,27.275,64,16.9979,183
7/18/2012 11:00,Fall,0,1, Clear + Few clouds,36.9,42.425,42,0,183
08-08-11,Fall,0,1, Clear + Few clouds,31.16,34.85,55,26.0027,183
12/19/2011 9:00,Winter,0,1, Clear + Few clouds,9.02,10.605,69,15.0013,183
6/18/2011 21:00,Summer,0,0, Mist + Cloudy ,29.52,34.09,66,7.0015,183
08-02-12,Fall,0,1, Clear + Few clouds,27.06,30.305,83,0,183
07-04-12,Fall,1,0, Mist + Cloudy ,31.98,34.85,43,6.0032,183
06-07-11,Summer,0,1, Mist + Cloudy ,33.62,37.12,41,22.0028,183
01-12-12,Spring,0,1, Clear + Few clouds,17.22,21.21,77,11.0014,183
08-07-11,Fall,0,0, Clear + Few clouds,29.52,35.605,84,8.9981,183
06-07-11,Summer,0,1, Mist + Cloudy ,32.8,36.365,46,19.0012,183
04-07-12,Summer,0,0, Clear + Few clouds,19.68,23.485,20,12.998,182
04-11-12,Summer,0,1, Mist + Cloudy ,14.76,16.665,46,26.0027,182
02-05-12,Spring,0,0, Mist + Cloudy ,10.66,12.88,70,12.998,182
8/16/2011 14:00,Fall,0,1, Clear + Few clouds,31.16,34.09,45,27.9993,182
8/15/2011 15:00,Fall,0,1," Light Snow, Light Rain",30.34,34.09,55,19.9995,182
02-06-11,Spring,0,0, Clear + Few clouds,13.94,18.18,46,0,182
05-07-11,Summer,0,0, Clear + Few clouds,22.14,25.76,49,15.0013,182
03-12-11,Spring,0,0, Clear + Few clouds,17.22,21.21,44,32.9975,182
11-08-11,Winter,0,1, Clear + Few clouds,16.4,20.455,76,0,182
11-08-12,Winter,0,1, Clear + Few clouds,18.04,21.97,18,27.9993,182
08-08-11,Fall,0,1, Clear + Few clouds,33.62,37.88,46,16.9979,182
11-02-11,Winter,0,1, Clear + Few clouds,16.4,20.455,66,8.9981,182
02-06-11,Spring,0,0, Clear + Few clouds,13.94,17.425,46,6.0032,182
02-02-11,Spring,0,1, Clear + Few clouds,13.94,14.395,42,36.9974,182
5/18/2012 6:00,Summer,0,1, Clear + Few clouds,18.04,21.97,77,8.9981,182
06-12-11,Summer,0,0, Clear + Few clouds,29.52,34.09,66,0,182
07-07-11,Fall,0,1, Clear + Few clouds,30.34,34.09,62,11.0014,182
10-05-11,Winter,0,1, Clear + Few clouds,26.24,31.06,47,19.0012,182
7/16/2012 11:00,Fall,0,1, Clear + Few clouds,34.44,40.15,53,15.0013,182
01-04-11,Spring,0,1, Clear + Few clouds,10.66,12.88,48,12.998,182
06-10-12,Summer,0,0, Clear + Few clouds,26.24,30.305,73,6.0032,181
1/16/2012 14:00,Spring,1,0, Clear + Few clouds,9.84,10.605,44,26.0027,181
12/17/2011 10:00,Winter,0,0, Mist + Cloudy ,10.66,12.12,52,19.0012,181
04-10-12,Summer,0,1, Clear + Few clouds,18.86,22.725,47,11.0014,181
10/16/2012 22:00,Winter,0,1, Clear + Few clouds,16.4,20.455,71,6.0032,181
08-02-12,Fall,0,1, Clear + Few clouds,32.8,37.88,55,0,181
07-03-11,Fall,0,0, Clear + Few clouds,28.7,33.335,74,16.9979,181
1/16/2012 18:00,Spring,1,0, Clear + Few clouds,10.66,11.365,52,22.0028,181
11-03-12,Winter,0,0, Clear + Few clouds,13.94,16.665,53,8.9981,181
6/17/2011 11:00,Summer,0,1, Clear + Few clouds,27.88,31.82,69,16.9979,181
10-11-11,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,11.0014,181
10/19/2011 17:00,Winter,0,1," Light Snow, Light Rain",22.96,26.515,94,11.0014,181
08-12-12,Fall,0,0, Clear + Few clouds,28.7,32.575,58,8.9981,181
11-08-11,Winter,0,1, Clear + Few clouds,16.4,20.455,76,0,181
02-05-12,Spring,0,0, Clear + Few clouds,12.3,14.395,52,16.9979,181
05-02-11,Summer,0,1, Clear + Few clouds,26.24,30.305,69,15.0013,181
08-04-12,Fall,0,0, Clear + Few clouds,30.34,36.365,72,12.998,181
01-08-12,Spring,0,0, Clear + Few clouds,13.94,15.91,46,15.0013,181
04-04-12,Summer,0,1, Clear + Few clouds,22.96,26.515,22,11.0014,181
06-06-11,Summer,0,1, Clear + Few clouds,31.98,34.09,35,0,180
6/19/2012 10:00,Summer,0,1, Clear + Few clouds,26.24,30.305,73,6.0032,180
9/13/2011 15:00,Fall,0,1, Clear + Few clouds,30.34,33.335,51,19.9995,180
08-11-12,Fall,0,0, Clear + Few clouds,28.7,32.575,70,19.0012,180
11-09-11,Winter,0,1, Clear + Few clouds,20.5,24.24,51,11.0014,180
9/18/2011 20:00,Fall,0,0, Mist + Cloudy ,22.14,25.76,68,6.0032,180
04-11-12,Summer,0,1, Mist + Cloudy ,15.58,19.695,43,22.0028,180
10-01-11,Winter,0,0, Mist + Cloudy ,17.22,21.21,71,23.9994,180
4/15/2011 13:00,Summer,1,0, Clear + Few clouds,22.14,25.76,52,16.9979,180
08-10-11,Fall,0,1, Clear + Few clouds,31.16,34.09,48,15.0013,180
7/14/2011 15:00,Fall,0,1, Clear + Few clouds,31.16,33.335,33,19.9995,180
05-10-11,Summer,0,1, Mist + Cloudy ,26.24,31.06,33,6.0032,180
05-11-12,Summer,0,1, Clear + Few clouds,22.14,25.76,37,12.998,180
3/16/2012 10:00,Spring,0,1, Mist + Cloudy ,16.4,20.455,87,6.0032,180
10/14/2011 9:00,Winter,0,1, Mist + Cloudy ,22.96,26.515,94,15.0013,180
1/17/2012 21:00,Spring,0,1, Clear + Few clouds,18.86,22.725,67,31.0009,180
10-11-11,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,12.998,180
09-10-12,Fall,0,1, Clear + Few clouds,20.5,24.24,72,8.9981,180
05-05-11,Summer,0,1, Clear + Few clouds,20.5,24.24,36,12.998,180
01-04-12,Spring,0,1, Clear + Few clouds,1.64,3.03,45,8.9981,180
1/17/2012 20:00,Spring,0,1, Clear + Few clouds,18.86,22.725,63,23.9994,180
10/15/2011 20:00,Winter,0,0, Clear + Few clouds,20.5,24.24,48,8.9981,179
08-07-12,Fall,0,1, Mist + Cloudy ,28.7,33.335,79,12.998,179
03-05-12,Spring,0,1, Clear + Few clouds,10.66,11.365,37,31.0009,179
11-09-11,Winter,0,1, Clear + Few clouds,21.32,25,48,11.0014,179
05-12-11,Summer,0,1, Clear + Few clouds,23.78,27.275,60,15.0013,179
01-04-11,Spring,0,1, Clear + Few clouds,5.74,7.575,69,11.0014,179
04-08-12,Summer,0,0, Clear + Few clouds,18.04,21.97,26,15.0013,179
6/14/2012 10:00,Summer,0,1, Clear + Few clouds,26.24,30.305,65,27.9993,179
8/14/2012 7:00,Fall,0,1, Mist + Cloudy ,27.06,30.305,83,6.0032,179
07-07-11,Fall,0,1, Clear + Few clouds,30.34,34.85,70,11.0014,179
11-03-11,Winter,0,1, Clear + Few clouds,20.5,24.24,51,12.998,179
09-04-12,Fall,0,1, Clear + Few clouds,30.34,34.85,70,19.0012,179
09-08-11,Fall,0,1," Light Snow, Light Rain",25.42,27.275,94,7.0015,179
05-11-11,Summer,0,1, Clear + Few clouds,26.24,31.06,41,0,179
9/15/2011 12:00,Fall,0,1, Mist + Cloudy ,27.06,31.06,69,19.9995,179
1/16/2012 11:00,Spring,1,0, Clear + Few clouds,6.56,7.575,59,16.9979,179
08-08-11,Fall,0,1, Clear + Few clouds,33.62,37.12,48,23.9994,179
10-06-12,Winter,0,0, Clear + Few clouds,18.04,21.97,62,8.9981,179
9/16/2011 11:00,Fall,0,1, Mist + Cloudy ,20.5,24.24,51,8.9981,179
10-01-12,Winter,0,1, Clear + Few clouds,22.14,25.76,56,0,179
10-02-12,Winter,0,1," Light Snow, Light Rain",23.78,27.275,83,7.0015,179
04-02-11,Summer,0,0, Clear + Few clouds,15.58,19.695,54,12.998,179
11-07-11,Winter,0,1, Clear + Few clouds,18.86,22.725,67,0,179
2/17/2011 9:00,Spring,0,1, Clear + Few clouds,14.76,17.425,57,12.998,179
03-09-12,Spring,0,1, Clear + Few clouds,17.22,21.21,28,31.0009,178
08-11-11,Fall,0,1, Clear + Few clouds,32.8,34.85,29,19.9995,178
11-07-12,Winter,0,1, Mist + Cloudy ,11.48,12.88,56,19.9995,178
07-12-12,Fall,0,1, Clear + Few clouds,26.24,30.305,73,6.0032,178
02-10-11,Spring,0,1, Clear + Few clouds,4.1,3.79,49,22.0028,178
05-01-11,Summer,0,0, Mist + Cloudy ,18.86,22.725,84,7.0015,178
11/16/2012 21:00,Winter,0,1, Clear + Few clouds,13.94,16.665,49,12.998,178
10/17/2012 6:00,Winter,0,1, Clear + Few clouds,15.58,19.695,82,0,178
01-06-12,Spring,0,1, Clear + Few clouds,18.86,22.725,36,12.998,178
01-10-11,Spring,0,1, Clear + Few clouds,8.2,11.365,40,7.0015,178
4/15/2011 9:00,Summer,1,0, Clear + Few clouds,20.5,24.24,55,12.998,178
6/17/2011 23:00,Summer,0,1, Clear + Few clouds,25.42,28.79,83,8.9981,178
6/14/2011 15:00,Summer,0,1, Clear + Few clouds,26.24,31.06,47,11.0014,178
01-10-12,Spring,0,1, Clear + Few clouds,17.22,21.21,38,19.9995,178
04-09-12,Summer,0,1, Clear + Few clouds,20.5,24.24,27,32.9975,178
8/15/2011 12:00,Fall,0,1, Clear + Few clouds,30.34,34.09,58,19.0012,178
10/14/2011 21:00,Winter,0,1, Clear + Few clouds,20.5,24.24,45,12.998,178
05-12-12,Summer,0,0, Clear + Few clouds,21.32,25,48,0,178
2/15/2012 21:00,Spring,0,1, Clear + Few clouds,13.94,16.665,53,11.0014,178
07-05-11,Fall,0,1, Clear + Few clouds,32.8,37.12,49,11.0014,178
3/18/2012 9:00,Spring,0,0, Mist + Cloudy ,17.22,21.21,88,6.0032,178
12-06-12,Winter,0,1, Clear + Few clouds,10.66,12.88,48,11.0014,178
08-10-11,Fall,0,1, Clear + Few clouds,34.44,36.365,34,22.0028,178
7/14/2011 14:00,Fall,0,1, Clear + Few clouds,30.34,32.575,35,19.0012,178
11/18/2011 15:00,Winter,0,1, Clear + Few clouds,13.94,16.665,29,8.9981,178
10-11-12,Winter,0,1, Clear + Few clouds,16.4,20.455,66,11.0014,177
10-04-12,Winter,0,1, Mist + Cloudy ,27.06,30.305,83,8.9981,177
02-09-12,Spring,0,1, Clear + Few clouds,12.3,15.91,52,6.0032,177
10-03-12,Winter,0,1, Mist + Cloudy ,24.6,25.76,94,8.9981,177
01-05-12,Spring,0,1, Clear + Few clouds,12.3,16.665,49,0,177
05-11-11,Summer,0,1, Clear + Few clouds,25.42,31.06,53,6.0032,177
7/14/2011 13:00,Fall,0,1, Clear + Few clouds,31.16,33.335,33,22.0028,177
08-02-12,Fall,0,1, Clear + Few clouds,29.52,34.09,70,16.9979,177
07-03-12,Fall,0,1, Clear + Few clouds,27.88,31.82,79,12.998,177
04-09-11,Summer,0,0, Mist + Cloudy ,15.58,19.695,82,7.0015,177
11-10-11,Winter,0,1," Light Snow, Light Rain",14.76,17.425,81,15.0013,177
9/17/2011 9:00,Fall,0,0, Mist + Cloudy ,19.68,23.485,67,15.0013,177
11/18/2011 13:00,Winter,0,1, Clear + Few clouds,13.94,15.91,31,15.0013,177
05-02-11,Summer,0,1, Clear + Few clouds,18.86,22.725,72,8.9981,177
01-06-12,Spring,0,1, Clear + Few clouds,17.22,21.21,41,12.998,177
1/13/2012 7:00,Spring,0,1, Clear + Few clouds,10.66,12.88,60,15.0013,177
9/19/2011 13:00,Fall,0,1, Mist + Cloudy ,24.6,30.305,60,0,177
07-12-11,Fall,0,1, Clear + Few clouds,31.98,36.365,55,32.9975,176
11/15/2011 12:00,Winter,0,1, Mist + Cloudy ,22.14,25.76,68,0,176
04-11-11,Summer,0,1, Mist + Cloudy ,20.5,24.24,88,15.0013,176
7/14/2011 22:00,Fall,0,1, Clear + Few clouds,26.24,31.06,57,6.0032,176
9/17/2011 20:00,Fall,0,0, Clear + Few clouds,21.32,25,68,8.9981,176
06-05-12,Summer,0,1, Mist + Cloudy ,21.32,25,63,19.9995,176
8/17/2011 13:00,Fall,0,1, Clear + Few clouds,32.8,35.605,41,12.998,176
9/14/2011 15:00,Fall,0,1, Clear + Few clouds,31.98,35.605,49,16.9979,176
1/18/2012 16:00,Spring,0,1, Clear + Few clouds,11.48,11.365,30,35.0008,176
07-03-11,Fall,0,0," Light Snow, Light Rain",27.06,30.305,83,0,176
01-02-12,Spring,1,0, Clear + Few clouds,12.3,13.635,36,19.9995,176
06-08-11,Summer,0,1, Clear + Few clouds,31.16,37.12,75,11.0014,176
05-10-11,Summer,0,1, Mist + Cloudy ,25.42,31.06,33,0,176
02-08-11,Spring,0,1, Clear + Few clouds,9.02,9.09,32,39.0007,176
05-12-12,Summer,0,0, Clear + Few clouds,23.78,27.275,56,6.0032,176
12-05-11,Winter,0,1, Mist + Cloudy ,18.04,21.97,88,6.0032,176
11-01-11,Winter,0,1, Clear + Few clouds,20.5,24.24,48,6.0032,176
4/18/2011 15:00,Summer,0,1, Mist + Cloudy ,24.6,31.06,43,12.998,176
09-12-11,Fall,0,1, Clear + Few clouds,26.24,30.305,69,0,176
2/17/2011 19:00,Spring,0,1, Clear + Few clouds,19.68,23.485,55,22.0028,175
6/15/2011 22:00,Summer,0,1, Clear + Few clouds,25.42,31.06,50,7.0015,175
01-02-12,Spring,1,0, Clear + Few clouds,10.66,10.605,35,32.9975,175
3/18/2011 13:00,Spring,0,1, Clear + Few clouds,26.24,31.06,41,19.0012,175
09-05-11,Fall,1,0," Light Snow, Light Rain",27.06,29.545,94,7.0015,175
08-09-11,Fall,0,1, Clear + Few clouds,34.44,39.395,49,11.0014,175
10-11-11,Winter,0,1, Mist + Cloudy ,24.6,28.79,78,11.0014,175
09-10-11,Fall,0,0, Clear + Few clouds,26.24,29.545,78,0,175
08-09-11,Fall,0,1, Mist + Cloudy ,31.98,37.12,62,8.9981,175
6/17/2011 22:00,Summer,0,1, Clear + Few clouds,25.42,28.03,88,8.9981,175
10-03-12,Winter,0,1, Clear + Few clouds,27.06,30.305,78,11.0014,175
4/13/2011 19:00,Summer,0,1, Clear + Few clouds,18.04,21.97,62,16.9979,175
12-08-11,Winter,0,1, Clear + Few clouds,10.66,13.635,60,7.0015,175
10-10-11,Winter,1,0, Clear + Few clouds,22.96,26.515,88,6.0032,175
07-09-12,Fall,0,1, Mist + Cloudy ,27.06,30.305,83,12.998,175
02-07-11,Spring,0,1, Mist + Cloudy ,13.94,16.665,66,8.9981,175
12-03-11,Winter,0,0, Clear + Few clouds,12.3,15.91,61,6.0032,175
12/14/2011 20:00,Winter,0,1, Mist + Cloudy ,13.94,17.425,66,7.0015,175
10-11-11,Winter,0,1, Mist + Cloudy ,23.78,27.275,78,12.998,175
02-03-11,Spring,0,1, Clear + Few clouds,8.2,9.85,40,12.998,175
3/18/2011 14:00,Spring,0,1, Clear + Few clouds,27.06,31.06,39,16.9979,174
09-01-11,Fall,0,1, Clear + Few clouds,29.52,33.335,51,8.9981,174
02-11-11,Spring,0,1, Clear + Few clouds,11.48,15.91,28,0,174
05-09-11,Summer,0,1, Clear + Few clouds,25.42,31.06,38,19.0012,174
02-02-12,Spring,0,1, Clear + Few clouds,18.86,22.725,67,11.0014,174
05-01-12,Summer,0,1, Clear + Few clouds,25.42,29.545,78,16.9979,174
7/13/2011 12:00,Fall,0,1, Clear + Few clouds,34.44,37.88,41,19.0012,174
8/18/2011 15:00,Fall,0,1, Clear + Few clouds,32.8,36.365,46,23.9994,174
11-07-11,Winter,0,1, Mist + Cloudy ,13.94,16.665,100,8.9981,174
5/18/2012 23:00,Summer,0,1, Clear + Few clouds,21.32,25,55,0,174
02-12-11,Spring,0,0, Clear + Few clouds,13.94,15.15,29,27.9993,174
10-07-11,Winter,0,1, Clear + Few clouds,21.32,25,68,6.0032,174
02-06-11,Spring,0,0, Clear + Few clouds,13.94,16.665,46,0,174
12-02-12,Winter,0,0, Mist + Cloudy ,16.4,20.455,82,12.998,174
07-02-12,Fall,0,1, Clear + Few clouds,32.8,36.365,43,16.9979,174
5/17/2011 21:00,Summer,0,1, Clear + Few clouds,22.14,25.76,88,16.9979,174
12-09-11,Winter,0,1, Clear + Few clouds,14.76,16.665,57,19.9995,173
12-10-12,Winter,0,1," Light Snow, Light Rain",18.04,21.97,100,15.0013,173
05-07-12,Summer,0,1, Mist + Cloudy ,22.14,25.76,45,16.9979,173
04-04-11,Summer,0,1, Mist + Cloudy ,28.7,31.82,24,36.9974,173
12-11-12,Winter,0,1, Mist + Cloudy ,14.76,16.665,53,23.9994,173
3/18/2011 15:00,Spring,0,1, Mist + Cloudy ,27.88,31.82,39,23.9994,173
06-06-11,Summer,0,1, Clear + Few clouds,27.06,31.06,61,6.0032,173
12/16/2011 12:00,Winter,0,1, Mist + Cloudy ,13.94,15.15,42,23.9994,173
08-08-12,Fall,0,1, Mist + Cloudy ,28.7,33.335,84,11.0014,173
8/18/2011 12:00,Fall,0,1, Clear + Few clouds,32.8,37.12,52,19.0012,173
05-02-12,Summer,0,1, Clear + Few clouds,20.5,24.24,82,15.0013,173
11/14/2012 22:00,Winter,0,1, Clear + Few clouds,11.48,15.91,61,0,173
04-01-11,Summer,0,1, Clear + Few clouds,13.12,14.395,70,23.9994,173
10-04-11,Winter,0,1, Clear + Few clouds,22.96,26.515,56,19.9995,173
2/14/2012 13:00,Spring,0,1, Mist + Cloudy ,14.76,16.665,40,16.9979,173
12-04-11,Winter,0,0, Clear + Few clouds,15.58,19.695,76,0,173
10-09-11,Winter,0,0, Clear + Few clouds,22.14,25.76,83,7.0015,173
01-06-11,Spring,0,1, Clear + Few clouds,9.02,11.365,51,11.0014,172
12-10-11,Winter,0,0, Clear + Few clouds,10.66,12.88,38,15.0013,172
02-07-12,Spring,0,1, Clear + Few clouds,16.4,20.455,40,22.0028,172
12-05-12,Winter,0,1, Clear + Few clouds,18.04,21.97,44,19.0012,172
09-04-12,Fall,0,1, Mist + Cloudy ,27.88,31.82,89,7.0015,172
05-12-11,Summer,0,1, Clear + Few clouds,22.14,25.76,83,12.998,172
10/16/2012 6:00,Winter,0,1, Clear + Few clouds,17.22,21.21,67,11.0014,172
2/14/2012 12:00,Spring,0,1, Mist + Cloudy ,12.3,14.395,52,15.0013,172
6/14/2012 23:00,Summer,0,1, Mist + Cloudy ,25.42,30.305,69,11.0014,172
7/19/2011 13:00,Fall,0,1, Clear + Few clouds,35.26,41.665,53,7.0015,172
12-12-12,Winter,0,1, Mist + Cloudy ,13.12,15.15,49,15.0013,172
05-02-11,Summer,0,1, Mist + Cloudy ,20.5,24.24,77,19.0012,172
2/18/2011 15:00,Spring,0,1, Clear + Few clouds,27.06,31.06,36,22.0028,172
12/14/2012 21:00,Winter,0,1, Clear + Few clouds,12.3,15.15,75,11.0014,172
09-04-12,Fall,0,1, Mist + Cloudy ,29.52,34.85,74,16.9979,172
12-02-12,Winter,0,0, Mist + Cloudy ,11.48,13.635,93,11.0014,172
10-12-11,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,8.9981,172
11-02-11,Winter,0,1, Clear + Few clouds,20.5,24.24,45,11.0014,172
11/17/2012 20:00,Winter,0,0, Mist + Cloudy ,13.94,17.425,66,6.0032,172
04-03-11,Summer,0,0, Mist + Cloudy ,18.86,22.725,31,0,172
09-06-11,Fall,0,1, Mist + Cloudy ,22.14,25.76,83,23.9994,172
2/15/2012 15:00,Spring,0,1, Clear + Few clouds,17.22,21.21,41,15.0013,171
12-05-11,Winter,0,1, Mist + Cloudy ,17.22,21.21,71,6.0032,171
09-02-12,Fall,0,0, Clear + Few clouds,28.7,32.575,70,11.0014,171
06-09-11,Summer,0,1," Light Snow, Light Rain",31.16,34.85,52,0,171
5/15/2012 10:00,Summer,0,1, Clear + Few clouds,25.42,29.545,78,7.0015,171
11-11-12,Winter,0,0, Clear + Few clouds,18.04,21.97,67,15.0013,171
06-03-11,Summer,0,1, Clear + Few clouds,25.42,31.06,35,0,171
07-03-12,Fall,0,1, Clear + Few clouds,27.06,30.305,83,0,171
10-05-12,Winter,0,1, Clear + Few clouds,23.78,27.275,78,15.0013,171
07-07-11,Fall,0,1, Clear + Few clouds,34.44,38.635,41,0,171
12-04-11,Winter,0,0, Clear + Few clouds,15.58,19.695,71,0,171
08-06-11,Fall,0,0," Light Snow, Light Rain",29.52,35.605,84,16.9979,171
8/17/2011 22:00,Fall,0,1, Clear + Few clouds,28.7,32.575,65,12.998,171
02-06-12,Spring,0,1, Clear + Few clouds,17.22,21.21,32,19.0012,171
11-08-12,Winter,0,1, Clear + Few clouds,14.76,16.665,29,26.0027,171
2/19/2011 15:00,Spring,0,0, Clear + Few clouds,18.04,21.97,16,50.0021,171
11/14/2012 10:00,Winter,0,1, Clear + Few clouds,13.12,14.395,45,23.9994,171
5/14/2012 14:00,Summer,0,1, Mist + Cloudy ,25.42,29.545,73,16.9979,171
03-11-12,Spring,0,0, Clear + Few clouds,18.04,21.97,47,15.0013,171
10-11-11,Winter,0,1," Light Snow, Light Rain",24.6,29.545,73,7.0015,171
10-05-11,Winter,0,1, Clear + Few clouds,24.6,31.06,46,19.0012,170
11-06-11,Winter,0,0, Mist + Cloudy ,12.3,15.91,75,6.0032,170
12/17/2012 11:00,Winter,0,1, Mist + Cloudy ,16.4,20.455,87,6.0032,170
6/17/2011 10:00,Summer,0,1, Clear + Few clouds,28.7,32.575,58,12.998,170
01-07-12,Spring,0,0, Clear + Few clouds,20.5,24.24,39,16.9979,170
01-03-12,Spring,0,1, Clear + Few clouds,5.74,6.06,59,16.9979,170
11-01-12,Winter,0,1," Light Snow, Light Rain",14.76,17.425,62,12.998,170
12-08-12,Winter,0,0, Mist + Cloudy ,15.58,19.695,94,0,170
4/14/2011 9:00,Summer,0,1, Clear + Few clouds,18.86,22.725,51,8.9981,170
06-07-12,Summer,0,1, Clear + Few clouds,18.86,22.725,88,7.0015,170
05-02-11,Summer,0,1, Mist + Cloudy ,25.42,30.305,69,12.998,170
9/15/2011 14:00,Fall,0,1, Mist + Cloudy ,26.24,30.305,65,27.9993,170
3/13/2012 22:00,Spring,0,1, Clear + Few clouds,22.96,26.515,60,6.0032,170
02-03-12,Spring,0,1, Clear + Few clouds,14.76,17.425,46,15.0013,170
02-09-11,Spring,0,1, Mist + Cloudy ,7.38,8.335,47,19.9995,170
12-02-11,Winter,0,1, Clear + Few clouds,17.22,21.21,44,7.0015,170
2/15/2012 13:00,Spring,0,1, Clear + Few clouds,16.4,20.455,43,19.0012,170
11-11-11,Winter,1,0, Clear + Few clouds,13.94,14.395,42,32.9975,170
7/18/2012 14:00,Fall,0,1, Clear + Few clouds,38.54,43.94,38,22.0028,170
11-07-11,Winter,0,1, Clear + Few clouds,22.96,26.515,37,7.0015,170
9/13/2012 23:00,Fall,0,1, Clear + Few clouds,23.78,27.275,73,7.0015,170
04-07-11,Summer,0,1, Mist + Cloudy ,16.4,20.455,66,8.9981,170
07-01-11,Fall,0,1, Clear + Few clouds,31.16,33.335,33,11.0014,170
5/13/2012 21:00,Summer,0,0, Mist + Cloudy ,26.24,31.06,53,12.998,169
4/18/2011 13:00,Summer,0,1, Mist + Cloudy ,22.96,26.515,49,11.0014,169
3/15/2012 22:00,Spring,0,1, Clear + Few clouds,21.32,25,68,8.9981,169
4/18/2011 9:00,Summer,0,1, Mist + Cloudy ,20.5,24.24,55,7.0015,169
4/14/2011 20:00,Summer,0,1, Clear + Few clouds,20.5,24.24,51,12.998,169
04-06-11,Summer,0,1, Clear + Few clouds,22.14,25.76,28,27.9993,169
07-10-11,Fall,0,0, Clear + Few clouds,30.34,34.85,66,6.0032,169
07-08-11,Fall,0,1, Mist + Cloudy ,27.06,30.305,78,12.998,169
11/17/2011 20:00,Winter,0,1, Clear + Few clouds,12.3,14.395,42,19.0012,169
09-06-12,Fall,0,1, Clear + Few clouds,26.24,28.79,89,11.0014,169
05-01-12,Summer,0,1, Mist + Cloudy ,20.5,24.24,94,16.9979,169
06-03-12,Summer,0,0, Clear + Few clouds,22.14,25.76,60,11.0014,169
11-03-11,Winter,0,1, Mist + Cloudy ,21.32,25,48,16.9979,169
6/19/2011 9:00,Summer,0,0, Mist + Cloudy ,27.88,31.82,74,7.0015,169
06-04-12,Summer,0,1, Clear + Few clouds,22.96,26.515,52,19.0012,168
4/18/2011 7:00,Summer,0,1, Clear + Few clouds,18.86,22.725,63,0,168
11/15/2011 21:00,Winter,0,1, Mist + Cloudy ,20.5,24.24,77,6.0032,168
03-03-12,Spring,0,0, Mist + Cloudy ,16.4,20.455,87,0,168
10/15/2012 10:00,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,26.0027,168
11-02-11,Winter,0,1, Clear + Few clouds,15.58,19.695,71,8.9981,168
6/18/2012 12:00,Summer,0,1," Light Snow, Light Rain",22.96,26.515,78,8.9981,168
10/15/2011 21:00,Winter,0,0, Clear + Few clouds,20.5,24.24,42,15.0013,168
12-09-11,Winter,0,1, Clear + Few clouds,15.58,19.695,50,12.998,168
12/19/2012 21:00,Winter,0,1, Clear + Few clouds,13.94,15.91,61,15.0013,168
7/15/2012 1:00,Fall,0,0, Mist + Cloudy ,27.88,31.82,89,8.9981,168
11/17/2011 7:00,Winter,0,1," Light Snow, Light Rain",13.94,15.91,61,19.0012,168
05-03-12,Summer,0,1, Mist + Cloudy ,21.32,25,77,0,168
3/16/2011 19:00,Spring,0,1, Mist + Cloudy ,18.04,21.97,51,22.0028,168
7/16/2011 23:00,Fall,0,0, Clear + Few clouds,27.88,31.82,61,15.0013,168
08-11-12,Fall,0,0, Mist + Cloudy ,27.06,29.545,89,11.0014,168
01-02-12,Spring,1,0, Clear + Few clouds,11.48,12.12,38,30.0026,168
5/19/2011 12:00,Summer,0,1, Mist + Cloudy ,23.78,27.275,78,7.0015,168
08-02-11,Fall,0,1, Clear + Few clouds,36.9,38.635,25,19.0012,168
03-01-12,Spring,0,1, Clear + Few clouds,22.96,26.515,43,12.998,168
12/18/2012 21:00,Winter,0,1, Clear + Few clouds,14.76,17.425,50,15.0013,168
09-01-12,Fall,0,0, Clear + Few clouds,30.34,34.09,62,7.0015,168
02-01-11,Spring,0,1, Mist + Cloudy ,9.84,12.88,81,7.0015,168
11/17/2012 8:00,Winter,0,0, Clear + Few clouds,10.66,12.88,65,15.0013,168
02-08-12,Spring,0,1," Light Snow, Light Rain",9.84,12.88,87,7.0015,167
9/16/2011 22:00,Fall,0,1, Clear + Few clouds,19.68,23.485,67,6.0032,167
8/13/2011 21:00,Fall,0,0, Mist + Cloudy ,27.88,31.82,83,26.0027,167
09-08-12,Fall,0,0," Light Snow, Light Rain",23.78,27.275,83,8.9981,167
04-04-12,Summer,0,1, Mist + Cloudy ,22.14,25.76,45,8.9981,167
9/18/2012 6:00,Fall,0,1, Mist + Cloudy ,26.24,28.79,89,22.0028,167
5/18/2011 15:00,Summer,0,1, Clear + Few clouds,24.6,28.79,78,16.9979,167
12/13/2012 10:00,Winter,0,1, Clear + Few clouds,13.12,15.15,45,19.0012,167
